121	125	98
122	121	45
122	123	107
122	124	115
123	122	107
123	124	144
123	132	50
124	120	121
124	122	115
124	123	144
124	364	72
125	120	75
125	121	98
125	126	179
125	128	104
125	130	58
126	125	179
126	127	68
127	126	68
127	135	157
127	330	78
127	345	36
128	125	104
128	129	101
128	350	36
129	128	101
129	130	93
129	144	164
130	119	168
130	125	58
130	129	93
131	112	200
131	143	400
132	123	50
132	133	257
132	366	138
133	132	257
133	138	250
133	342	33
134	135	50
134	342	230
134	343	66
135	127	157
135	134	50
136	137	121
136	138	243
136	343	82
137	136	121
137	138	361
138	133	250
138	136	243
138	137	361
138	344	46
139	140	71
139	322	56
139	323	86
140	139	71
140	141	271
140	359	148
141	140	271
141	142	80
142	141	80
142	327	52
143	131	400
143	310	105
143	327	89
144	129	164
144	145	236
144	327	194
144	329	109
145	144	236
145	146	69
145	346	90
145	350	75
145	359	82
146	145	69
146	345	184
200	70	342
200	202	120
200	354	187
201	34	283
201	202	220
201	354	46
202	106	295
202	200	120
202	201	220
300	58	50
300	1015	0
301	3	52
301	14	26
301	1061	0
302	26	49
302	27	79
302	1040	0
303	24	33
303	1008	0
304	33	75
304	1051	0
305	306	30
305	1003	0
306	38	35
306	53	20
306	305	30
307	47	95
307	309	93
307	1010	0
308	102	31
308	1046	0
309	307	93
309	1012	0
310	143	105
310	1002	0
311	69	62
311	70	95
311	312	87
312	70	151
312	311	87
312	1001	0
313	326	85
313	1005	0
314	113	210
314	114	184
314	1006	0
315	53	200
315	54	75
315	316	54
316	315	54
316	1007	0
317	70	139
317	1009	0
317 2009 226
318	56	105
318	57	98
318	319	97
319	318	97
319	1013	0
320	64	105
320	69	102
320	321	56
321	320	56
321	1014	0
322	139	56
322	1016	0
323	139	86
323	1025	0
324	57	102
324	58	52
324	1017	0
325	326	61
325	1018	0
326	73	62
326	106	377
326	313	85
326	325	61
327	142	52
327	143	89
327	144	194
327	328	119
328	327	119
328	1020	0
329	144	109
329	1021	0
330	127	78
330	1022	0
331	19	593
331	108	620
331	332	348
332	331	348
332	1023	0
333	100	105
333	101	46
333	334	77
334	333	77
334	1024	0
335	52	46
335	1026	0
336	88	56
336	89	66
336	337	24
337	336	24
337	1028	0
338	91	79
338	97	108
338	339	29
339	338	29
339	1029	0
340	87	43
340	1030	0
341	92	121
341	94	72
341	1031	0
342	133	33
342	134	230
342	1032	0
343	134	66
343	136	82
343	1033	0
344	138	46
344	1034	0
345	127	36
345	146	184
345	1035	0
346	145	90
346	1036	0
347	54	83
347	1037	0
348	349	64
348	1038	0
349	107	98
349	348	64
349	352	56
350	128	36
350	145	74
350	351	20
351	350	20
351	1039	0
352	84	167
352	349	56
352	353	52
353	352	52
353	1043	0
354	200	187
354	201	46
354	1044	0
355	65	144
355	96	170
355	1045	0
356	99	79
356	100	135
356	357	134
357	100	146
357	356	134
357	1047	0
358	68	115
358	71	33
358	1048	0
359	140	148
359	145	82
359	360	53
360	359	53
360	1050	0
361	108	82
361	110	161
361	1052	0
362	50	99
362	1053	0
363	6	47
363	1054	0
364	103	75
364	124	72
364	1055	0
365	45	35
365	1056	0
366	46	79
366	100	282
366	132	138
1001	312	0
1002	310	0
1003	305	0
1004	115	0
1005	313	0
1006	314	0
1007	316	0
1008	303	0
1009	317	0
1010	307	0
1011	43	0
1012	309	0
1013	319	0
1014	321	0
1015	300	0
1016	322	0
1017	324	0
1018	325	0
1019	113	0
1020	328	0
1021	329	0
1022	330	0
1023	332	0
1024	334	0
1025	323	0
1026	335	0
1027	106	0
1028	337	0
1029	339	0
1030	340	0
1031	341	0
1032	342	0
1033	343	0
1034	344	0
1035	345	0
1036	346	0
1037	347	0
1038	348	0
1039	351	0
7040	302	0
7041	8	0
7042	8	0
1043	353	0
7044	354	0
7045	355	0
1046	308	0
1047	357	0
1048	358	0
1049	95	0
1050	360	0
1051	304	0
1052	361	0
1053	362	0
7054	363	0
1055	364	0
1056	365	0
1057	58	0
7058	15	0
7059	16	0
7060	17	0
7061	301	0
2001    94  3
2011    94  2
2010    78 129 
2009 	317 226
2004    75  23 
4012    83  69
4012    84  187
4008    83  197
4008    90  152 
7062		
7063	
7064	
